current_price,old_price,vendor,product_name,month,prev_month_avg
3.99,6.04,TandT,Watson Salted Cooked Duck Eggs (312g),Nov,6.0964
3.99,6.04,TandT,Watson Salted Cooked Duck Eggs (312g),Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
3.99,6.04,TandT,Watson Salted Cooked Duck Eggs (312g),Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
4.48,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Nov,6.0964
4.48,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Nov,6.0964
4.48,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Nov,6.0964
4.48,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Nov,6.0964
4.48,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
5.49,6.58,Loblaws,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Nov,6.0964
5.49,6.58,Loblaws,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Nov,6.0964
5.49,6.58,Loblaws,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
5.49,6.09,Metro,"Nature'S Best™ Large Eggs, Naturegg",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
5.49,6.09,Metro,"Nature'S Best™ Large Eggs, Naturegg",Nov,6.0964
5.49,6.09,Metro,"Nature'S Best™ Large Eggs, Naturegg",Nov,6.0964
5.49,6.09,Metro,"Nature'S Best™ Large Eggs, Naturegg",Nov,6.0964
5.49,6.09,Metro,"Nature'S Best™ Large Eggs, Naturegg",Nov,6.0964
5.49,6.09,Metro,"Nature'S Best™ Large Eggs, Naturegg",Nov,6.0964
5.49,6.09,Metro,"Nature'S Best™ Large Eggs, Naturegg",Nov,6.0964
5.49,6.09,Metro,"Nature'S Best™ Large Eggs, Naturegg",Nov,6.0964
5.49,6.09,Metro,"Nature'S Best™ Large Eggs, Naturegg",Nov,6.0964
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Nov,6.0964
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Nov,6.0964
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Nov,6.0964
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Nov,6.0964
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Nov,6.0964
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Nov,6.0964
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Nov,6.0964
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Nov,6.0964
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Nov,6.0964
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Nov,6.0964
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Nov,6.0964
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Nov,6.0964
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Nov,6.0964
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
7.49,8.19,Metro,Solar Free Range Large Eggs,Nov,6.0964
4.48,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Nov,6.0964
4.48,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Nov,6.0964
4.48,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Nov,6.0964
6.99,8.09,Metro,"Large Brown Free Range Farm Eggs, Farms",Oct,5.647358490566038
5.49,6.29,Loblaws,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Oct,5.647358490566038
6.99,8.09,Metro,"Large Brown Free Range Farm Eggs, Farms",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
5.49,6.29,Loblaws,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Oct,5.647358490566038
6.99,8.09,Metro,"Large Brown Free Range Farm Eggs, Farms",Oct,5.647358490566038
5.49,6.29,Loblaws,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
5.49,6.29,Loblaws,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Oct,5.647358490566038
5.49,6.29,Loblaws,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
5.99,6.69,Metro,Nestlaid™ Large Omega-3 Eggs,Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
5.99,6.69,Metro,Nestlaid™ Large Omega-3 Eggs,Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
5.99,6.69,Metro,Nestlaid™ Large Omega-3 Eggs,Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
4.99,8.09,Metro,"Free Run Hence Large Eggs, Naturalia",Oct,5.647358490566038
5.99,6.69,Metro,Nestlaid™ Large Omega-3 Eggs,Oct,5.647358490566038
6.99,8.09,Metro,"Large Brown Free Range Farm Eggs, Farms",Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
5.99,6.69,Metro,Nestlaid™ Large Omega-3 Eggs,Oct,5.647358490566038
7.49,8.69,Metro,"Solar Free Range Large Eggs, Omega Plus",Oct,5.647358490566038
4.66,6.59,TandT,Naturegg Large Omega-3 Brown Eggs (12s),Oct,5.647358490566038
4.66,6.59,TandT,Naturegg Large Omega-3 Brown Eggs (12s),Oct,5.647358490566038
5.99,6.69,Metro,Nestlaid™ Large Omega-3 Eggs,Oct,5.647358490566038
5.99,6.69,Metro,Nestlaid™ Large Omega-3 Eggs,Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
5.49,6.29,Loblaws,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Oct,5.647358490566038
4.66,6.59,TandT,Naturegg Large Omega-3 Brown Eggs (12s),Oct,5.647358490566038
4.99,8.09,Metro,"Free Run Hence Large Eggs, Naturalia",Oct,5.647358490566038
6.99,8.09,Metro,"Large Brown Free Range Farm Eggs, Farms",Oct,5.647358490566038
5.49,6.29,Loblaws,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Oct,5.647358490566038
5.99,6.69,Metro,Nestlaid™ Large Omega-3 Eggs,Oct,5.647358490566038
4.99,7.09,Metro,"Large Eggs Form Free Run Hens, Naturalia",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
4.66,6.59,TandT,Naturegg Large Omega-3 Brown Eggs (12s),Oct,5.647358490566038
4.99,8.09,Metro,"Free Run Hence Large Eggs, Naturalia",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
4.99,7.09,Metro,"Large Eggs Form Free Run Hens, Naturalia",Oct,5.647358490566038
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
4.99,8.09,Metro,"Free Run Hence Large Eggs, Naturalia",Oct,5.647358490566038
4.66,6.59,TandT,Naturegg Large Omega-3 Brown Eggs (12s),Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
4.99,8.09,Metro,"Free Run Hence Large Eggs, Naturalia",Oct,5.647358490566038
6.99,8.09,Metro,"Large Brown Free Range Farm Eggs, Farms",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Oct,5.647358490566038
4.66,6.59,TandT,Naturegg Large Omega-3 Brown Eggs (12s),Oct,5.647358490566038
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.09,Metro,"Large Brown Free Range Farm Eggs, Farms",Oct,5.647358490566038
6.99,8.09,Metro,"Large Brown Free Range Farm Eggs, Farms",Oct,5.647358490566038
4.99,8.09,Metro,"Free Run Hence Large Eggs, Naturalia",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
6.49,7.29,Metro,"Free Run™ Large Eggs, Naturegg",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
4.99,7.09,Metro,"Large Eggs Form Free Run Hens, Naturalia",Oct,5.647358490566038
7.49,8.19,Metro,Solar Free Range Large Eggs,Oct,5.647358490566038
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
5.49,5.79,Loblaws,"Naturegg Nest Laid White Eggs, Large",Oct,5.647358490566038
5.49,5.79,Loblaws,"Naturegg Nest Laid White Eggs, Large",Oct,5.647358490566038
4.66,6.59,TandT,Naturegg Large Omega-3 Brown Eggs (12s),Oct,5.647358490566038
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Oct,5.647358490566038
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Oct,5.647358490566038
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Oct,5.647358490566038
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Oct,5.647358490566038
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
5.49,6.09,Metro,"Nature'S Best™ Large Eggs, Naturegg",Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
6.49,7.08,Loblaws,Free Run Brown Eggs Large,Oct,5.647358490566038
4.99,7.09,Metro,"Large Eggs Form Free Run Hens, Naturalia",Oct,5.647358490566038
4.99,7.09,Metro,"Large Eggs Form Free Run Hens, Naturalia",Oct,5.647358490566038
4.99,8.09,Metro,"Free Run Hence Large Eggs, Naturalia",Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
6.99,8.09,Metro,"Large Brown Free Range Farm Eggs, Farms",Oct,5.647358490566038
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Oct,5.647358490566038
5.49,5.79,Loblaws,"Naturegg Nest Laid White Eggs, Large",Oct,5.647358490566038
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Oct,5.647358490566038
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Oct,5.647358490566038
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
5.49,5.79,Loblaws,"Naturegg Nest Laid White Eggs, Large",Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
6.99,8.08,Loblaws,"Naturegg Omega Plus Solar Free Range Eggs, Large",Oct,5.647358490566038
6.49,8.09,Metro,Large Free Run Omega 3 Eggs,Oct,5.647358490566038
2.5,2.99,TandT,Bestore Stewed Quail Eggs Spicy Flavor (128g),Oct,5.647358490566038
5.49,5.79,Loblaws,"Naturegg Nest Laid White Eggs, Large",Oct,5.647358490566038
5.49,5.79,Loblaws,"Naturegg Nest Laid White Eggs, Large",Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
4.37,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
8.29,8.69,SaveOnFoods,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
4.37,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Oct,5.647358490566038
6.49,7.09,Metro,"Large Brown Omega-3 Eggs, Naturegg",Oct,5.647358490566038
5.49,5.79,Loblaws,"Naturegg Nest Laid White Eggs, Large",Oct,5.647358490566038
4.37,6.37,TandT,Naturegg Omega 3 Eggs - Large (12s),Oct,5.647358490566038
